document,title,body,jurisdiction,region,type,version,date,current,changes,sourceUrl,archiveUrl,url
us-cit-choe-groves-2025-artificial-intelligence,Standing Order on the Use of Artificial Intelligence,United States Court of International Trade (Judge Choe-Groves),us-federal,,standing-order,Original,2025-07-03,true,,https://www.cit.uscourts.gov/sites/cit/files/Choe-Groves.StandingOrder.ArtificialIntelligence.pdf,,https://safelegalai.com/regulation/us-federal/us-cit-choe-groves-2025-artificial-intelligence
us-ga-judicial-council-ai-committee-report,Judicial Council of Georgia Ad Hoc Committee on Artificial Intelligence and the Courts: Report,Judicial Council of Georgia,us-state,Georgia,report,Committee report,2025-07-03,true,Report submitted to the Judicial Council,https://www.gasupreme.us/07-03-2025-judicial-council-ai-committee-submits-report/,,https://safelegalai.com/regulation/us-state/us-ga-judicial-council-ai-committee-report
ph-senate-bill-25-ai-regulation,Senate Bill No. 25 (20th Congress): An Act Regulating the Development and Use of Artificial Intelligence Systems,Senate of the Philippines,other,,statute,Filed,2025-07-02,true,,https://senate.gov.ph/legacy/lis_bills/4649942502!.pdf,,https://safelegalai.com/regulation/other/ph-senate-bill-25-ai-regulation
us-cacd-olguin-2025-ai-certification,Initial Standing Order,Central District of California (Judge Olguin),us-federal,California,standing-order,Original,2025-07-01,true,,https://apps.cacd.uscourts.gov/JpsApi/file/bd1c7516-3cae-41b8-a4da-4ddf08b1e138,,https://safelegalai.com/regulation/us-federal/us-cacd-olguin-2025-ai-certification
us-txsd-kazen-2025-criminal-generative-ai-procedures,Judge John A. Kazen Court Procedures in Criminal Cases Section 7,Southern District of Texas (Judge Kazen),us-federal,Texas,standing-order,Original,2025-06-23,true,,https://www.txs.uscourts.gov/sites/txs/files/Crim_Court_Rules_JAK_June_2025.pdf,,https://safelegalai.com/regulation/us-federal/us-txsd-kazen-2025-criminal-generative-ai-procedures
se-advokatsamfundet-generative-ai-guidance,Vägledning om användning av generativ AI i advokatverksamhet,Swedish Bar Association,other,,guidance,Guidance to the board of the Swedish Bar Association,2025-06-12,true,Fourteen-page guidance produced by the working group that drafted the 2024 general advice.,https://www.advokatsamfundet.se/globalassets/advokatsamfundet_sv/advokatyrket/vagledning-om-anvandning-av-generativ-ai-i-advokatverksamhet.pdf,,https://safelegalai.com/regulation/other/se-advokatsamfundet-generative-ai-guidance
se-advokatsamfundet-generative-ai-guidance,Vägledning om användning av generativ AI i advokatverksamhet,Swedish Bar Association,other,,guidance,Allmänna råd rörande användning av generativa AI-modeller i advokatverksamhet,2024-06-13,false,General advice adopted by the board on 13 June 2024.,https://www.advokatsamfundet.se/globalassets/advokatsamfundet_sv/advokatyrket/allmanna-rad-rorande-anvandning-av-generativa-ai-modeller-i-advokatverksamhet.pdf,,https://safelegalai.com/regulation/other/se-advokatsamfundet-generative-ai-guidance
us-mi-age-of-ai-report,State Bar of Michigan AI Workgroup: Transforming the Legal Profession in the Age of AI,State Bar of Michigan,us-state,Michigan,report,Original,2025-06-11,true,Released by the Board of Commissioners AI Workgroup,https://www.michbar.org/Portals/0/publications/pdfs/Age_of_AI_Report_June25.pdf,,https://safelegalai.com/regulation/us-state/us-mi-age-of-ai-report
int-cepej-ai-assessment-tool,Assessment Tool for the operationalisation of the European Ethical Charter on the use of AI in judicial systems (CEPEJ(2023)16),CEPEJ,international,,guidance,CEPEJ(2023)16rev,2025-06-05,true,Revised edition of the 2023 assessment tool.,https://rm.coe.int/cepej-2023-16rev-operationalisation-ai-ethical-charter-en/1680b65218,,https://safelegalai.com/regulation/international/int-cepej-ai-assessment-tool
int-cepej-ai-assessment-tool,Assessment Tool for the operationalisation of the European Ethical Charter on the use of AI in judicial systems (CEPEJ(2023)16),CEPEJ,international,,guidance,CEPEJ(2023)16final,2023-12-04,false,,https://rm.coe.int/cepej-2023-16final-operationalisation-ai-ethical-charter-en/1680adcc9c,,https://safelegalai.com/regulation/international/int-cepej-ai-assessment-tool
us-ar-admin-order-25-artificial-intelligence,Arkansas Supreme Court Administrative Order No. 25: Artificial Intelligence,Arkansas Supreme Court,us-state,Arkansas,standing-order,2025 Ark. 117,2025-06-05,true,Creation of Administrative Order No. 25,https://arcourts.gov/sites/default/files/In_Re_Creation_of_Admin_Order_No_25_AI.pdf,,https://safelegalai.com/regulation/us-state/us-ar-admin-order-25-artificial-intelligence
us-ar-rpc-ai-amendments-2025,"In re Amendments to the Arkansas Rules of Professional Conduct (AI amendments), 2025 Ark. 115",Arkansas Supreme Court,us-state,Arkansas,court-rule,2025 Ark. 115,2025-06-05,true,Amendments to Rule 5.3 and the Preamble,https://arcourts.gov/,,https://safelegalai.com/regulation/us-state/us-ar-rpc-ai-amendments-2025
jp-ai-promotion-act-2025,"Act on the Promotion of Research, Development and Utilisation of AI-Related Technology (Law No. 53 of 2025)",Japan Diet,other,,statute,Original,2025-06-04,true,Promulgated and partly in force 4 June 2025; fully in force 1 September 2025 including the AI Strategy Headquarters.,https://laws.e-gov.go.jp/law/507AC0000000053,,https://safelegalai.com/regulation/other/jp-ai-promotion-act-2025
br-stj-sls-3596-resolve-juizado-2025,STJ SLS 3.596: refusal to suspend AI petition-drafting platform Resolve Juizado,STJ,brazil,,judgment-guidance,Decision of STJ President Herman Benjamin,2025-06-02,true,Initial decision; the merits were later rejected by the 27th Federal Court of Rio de Janeiro in November 2025.,https://www.migalhas.com.br/quentes/431663/stj-ministro-mantem-no-ar-site-que-vende-peticoes-geradas-por-ia,,https://safelegalai.com/regulation/brazil/br-stj-sls-3596-resolve-juizado-2025
no-ki-lov-consultation,Høring — utkast til ny lov om kunstig intelligens (implementation of the EU AI Act in Norwegian law),Norwegian Ministry of Digitalisation,other,,consultation,Consultation on a draft KI-lov,2025-06-01,true,"Consultation deadline 30 September 2025; entry into force targeted for late summer 2026. Month-only date: the source gives the month, so the 1st is recorded as the date. The consultation draft was not read in full, so this record is unverified.",https://www.regjeringen.no/no/aktuelt/lov-om-kunstig-intelligens-i-norge-sendes-na-pa-horing/id3113732/,,https://safelegalai.com/regulation/other/no-ki-lov-consultation
us-alnd-axon-2025-ai-disclosure,Initial Order Governing All Further Proceedings: Disclosure of Use of Artificial Intelligence,Northern District of Alabama (Judge Axon),us-federal,Alabama,standing-order,Original,2025-05-23,true,,https://www.alnd.uscourts.gov/sites/alnd/files/ACA%20Initial%20Order%2011-05-2025.pdf,,https://safelegalai.com/regulation/us-federal/us-alnd-axon-2025-ai-disclosure
bh-iga-general-policy-ai-use,"General Policy for the Use of Artificial Intelligence, Version 1.0",iGA (Bahrain),gulf,,policy,1.0,2025-05-20,true,First release of the policy.,https://www.iga.gov.bh/Media/Publications/National%20Digital%20Policies/General%20Policy%20for%20the%20Use%20of%20AI.pdf,,https://safelegalai.com/regulation/gulf/bh-iga-general-policy-ai-use
dk-lov-467-2025-ai-supplementary-provisions,Lov om supplerende bestemmelser til forordningen om kunstig intelligens (LOV nr 467 af 14/05/2025),Denmark,other,,statute,LOV nr 467 af 14/05/2025,2025-05-14,true,In force 2 August 2025; does not apply to the Faroe Islands or Greenland.,https://www.retsinformation.dk/api/pdf/249582,,https://safelegalai.com/regulation/other/dk-lov-467-2025-ai-supplementary-provisions
dk-lov-467-2025-ai-supplementary-provisions,Lov om supplerende bestemmelser til forordningen om kunstig intelligens (LOV nr 467 af 14/05/2025),Denmark,other,,statute,2025/1 LSF 111 — broader AI-loven bill,2026-02-18,false,Bill introduced by the Minister for Digitalisation on 18 February 2026 extending the national framework; adoption not confirmed as of 2026-09-04.,https://www.retsinformation.dk/api/pdf/255520,,https://safelegalai.com/regulation/other/dk-lov-467-2025-ai-supplementary-provisions
us-wyd-court-2025-ai-filings-general-order,General Order No. 25-01 Concerning the Use of Artificial Intelligence in the Preparation of Filings,District of Wyoming,us-federal,Wyoming,standing-order,Original,2025-05-13,true,,https://www.wyd.uscourts.gov/sites/wyd/files/General%20Order%20re%20Use%20of%20Artificial%20Intelligence%20in%20the%20Preparation%20of%20Filings.pdf,,https://safelegalai.com/regulation/us-federal/us-wyd-court-2025-ai-filings-general-order
us-nmd-gonzales-2025-ai-bulletin,District of New Mexico Bulletin on Use of Artificial Intelligence,District of New Mexico (Judge Gonzales),us-federal,New Mexico,guidance,Original,2025-05-09,true,,https://www.nmd.uscourts.gov/sites/nmd/files/Bulletin_Artificial%20Intelligence_KG%20May%202025.pdf,,https://safelegalai.com/regulation/us-federal/us-nmd-gonzales-2025-ai-bulletin
us-txsd-court-2025-general-order-generative-ai-filings,General Order 2025-04 on Use of Generative Artificial Intelligence in Court Filings,Southern District of Texas (Judge Crane),us-federal,Texas,standing-order,Original,2025-05-07,true,,https://www.txs.uscourts.gov/sites/txs/files/general-orders/General_Order_2025-04_Use_of_Generative_AI_in_Court_Filings.pdf,,https://safelegalai.com/regulation/us-federal/us-txsd-court-2025-general-order-generative-ai-filings
us-va-supreme-court-2025-generative-ai-rules,Supreme Court of Virginia Rules for Generative AI Use,Supreme Court of Virginia,us-state,Virginia,policy,Amended,2025-05-07,true,,https://www.vacourts.gov/static/programs/ai/resources/scv_rules_generative_ai_use.pdf,https://web.archive.org/web/20250601134930/https://www.vacourts.gov/static/programs/ai/resources/scv_rules_generative_ai_use.pdf,https://safelegalai.com/regulation/us-state/us-va-supreme-court-2025-generative-ai-rules
eu-commission-ai-literacy-qa,AI literacy (Article 4 AI Act): Questions and answers,European Commission,eu,,guidance,May 2025,2025-05-01,true,,https://digital-strategy.ec.europa.eu/en/faqs/ai-literacy-questions-answers,,https://safelegalai.com/regulation/eu/eu-commission-ai-literacy-qa
us-md-msba-ai-task-force-advisory,MSBA AI and Legal Technology Task Force: Ethical Considerations for Attorney Use of Generative Artificial Intelligence,MSBA,us-state,Maryland,guidance,Original,2025-05-01,true,"Published by the MSBA AI and Legal Technology Task Force; the source gives a month only (published May 2025), so the day is recorded as the 1st",https://www.msba.org/site/site/rise/Store/StoreLayouts/Item-Detail.aspx?iProductCode=E-6030-25,,https://safelegalai.com/regulation/us-state/us-md-msba-ai-task-force-advisory
us-txsd-marmolejo-2025-civil-generative-ai-procedures,Judge Marina Garcia Marmolejo Civil Court Procedures Section 8,Southern District of Texas (Judge Marmolejo),us-federal,Texas,standing-order,Original,2025-05-01,true,,https://www.txs.uscourts.gov/sites/txs/files/Civ_MGM_May2025.pdf,,https://safelegalai.com/regulation/us-federal/us-txsd-marmolejo-2025-civil-generative-ai-procedures
israel-ppa-draft-ai-privacy-guidelines,Draft Guidelines on the Application of the Privacy Protection Law to Artificial Intelligence Systems,Israel Privacy Protection Authority,israel,,consultation,Draft for public comment,2025-04-30,true,"First Israeli regulator guidance on AI. Comments closed 5 June 2025; still in draft as of 4 Sep 2026. Still a draft and not read in full, so this record is unverified.",https://www.gov.il/BlobFolder/rfp/ai_reg/he/ai%20regu_draft.pdf,,https://safelegalai.com/regulation/israel/israel-ppa-draft-ai-privacy-guidelines
us-guam-supreme-court-2025-ai-policy,Administrative Order No. ADM25-001 Adopting the Judiciary of Guam Policy on Artificial Intelligence,Supreme Court of Guam,us-state,Guam,standing-order,Original,2025-04-30,true,,https://guamcourts.gov/sites/default/files/AO2025-001.pdf,,https://safelegalai.com/regulation/us-state/us-guam-supreme-court-2025-ai-policy
us-ak-bar-ethics-opinion-2025-1,Alaska Bar Association Ethics Opinion 2025-1: Generative Artificial Intelligence and the Practice of Law,Alaska Bar Association,us-state,Alaska,ethics-opinion,2025-1,2025-04-23,true,Approved by the Ethics Committee 3 April 2025; adopted by the Board of Governors 23 April 2025,https://alaskabar.org/wp-content/uploads/2025-1.pdf,,https://safelegalai.com/regulation/us-state/us-ak-bar-ethics-opinion-2025-1
ar-jujuy-scj-acordada-31-2025,Acordada 31/2025: Judicial Innovation Laboratory and Protocol for the use of AI in the Judiciary of Jujuy,STJ Jujuy,other,Jujuy,court-rule,Original,2025-04-11,true,Initial protocol (Annex I) and AI-use authorisation form (Annex II).,https://www.justiciajujuy.gov.ar/acordadas/acordada-n-31-2025-protocolo-para-el-uso-de-la-inteligencia-artificial-en-el-poder-judicial/,,https://safelegalai.com/regulation/other/ar-jujuy-scj-acordada-31-2025
int-viac-note-ai-arbitration,VIAC Note on the Use of Artificial Intelligence in Arbitration Proceedings,VIAC,international,,guidance,First edition,2025-04-09,true,,https://www.viac.eu/wp-content/uploads/2025/04/VIAC-Note-on-AI-1.pdf,,https://safelegalai.com/regulation/international/int-viac-note-ai-arbitration
pk-sc-ishfaq-ahmed-v-mushtaq-ahmed-2025,"Ishfaq Ahmed v Mushtaq Ahmed, 2025 SCP 112 (PLD 2025 SC 582)",Supreme Court of Pakistan,other,,judgment-guidance,"Judgment, C.P.L.A. 1010-L/2022",2025-04-08,true,Original judgment (Mansoor Ali Shah and Aqeel Ahmed Abbasi JJ); exact date within early April 2025 per the Sindh High Court research-cell digest.,https://www.supremecourt.gov.pk/downloads_judgements/c.p._1010_l_2022.pdf,,https://safelegalai.com/regulation/other/pk-sc-ishfaq-ahmed-v-mushtaq-ahmed-2025
us-fl17-court-2025-civil-ai-certification,Administrative Order 2024-26-Civ (Amendment 2) with Civil Case Management Exhibits,Seventeenth Judicial Circuit of Florida,us-state,Florida,standing-order,Original,2025-04-08,true,,https://www.17th.flcourts.org/wp-content/uploads/2025/04/2024-26-Civ-Amendment-2-With-Exhibits-A-M-_04-15-2025-2.pdf,https://web.archive.org/web/20250618121530/https://www.17th.flcourts.org/wp-content/uploads/2025/04/2024-26-Civ-Amendment-2-With-Exhibits-A-M-_04-15-2025-2.pdf,https://safelegalai.com/regulation/us-state/us-fl17-court-2025-civil-ai-certification
ar-santa-fe-csj-circular-25-2025,Circular No. 25: Good-practice guide for the use of generative AI in the Judiciary of Santa Fe,CSJ Santa Fe,other,Santa Fe,guidance,Original (follows the Acuerdo of 6 March 2025 enabling generative-AI tools and Circular 19),2025-04-04,true,,https://www.justiciasantafe.gov.ar/index.php/circulares/circular-nro-25-guia-de-buenas-practicas-para-el-uso-de-la-inteligencia-artificial-generativa/,,https://safelegalai.com/regulation/other/ar-santa-fe-csj-circular-25-2025
